"September" "October" "November" "December" "January" "February" "March" "April" "May" "June" "July" "August"
3.75238245847078e-05 1.83938554321557e-05 7.62775390123153e-06 2.57592880798439e-06 1.33816739941048e-06 3.35080703954783e-06 1.0510540657303e-05 8.56922870357274e-06 2.36531001850943e-05 3.6525052587108e-05 5.31636803655002e-05 3.69272285874842e-05
2.13580015709644e-05 1.06948887605812e-05 4.50204074556798e-06 1.54314974382041e-06 8.90041416442765e-07 2.2632964259549e-06 7.08227795064373e-06 5.60740120726637e-06 1.49989739592317e-05 2.24625663046418e-05 3.02329775821855e-05 2.35626241471336e-05
6.87016440562502e-05 3.2905624919335e-05 1.48759451610901e-05 5.17463420536015e-06 3.25243493634108e-06 7.56812314277697e-06 2.52826449427755e-05 2.13182025589472e-05 5.52734736082614e-05 7.2879969805302e-05 8.38136491161693e-05 5.53917405808996e-05
4.23354013608431e-05 2.19772417386957e-05 1.04482569775977e-05 3.87216484340719e-06 2.30380329644955e-06 5.52398145853586e-06 1.79174318551045e-05 1.5392613411092e-05 3.63020438926927e-05 4.65354347510409e-05 5.37523303288021e-05 4.27775020748398e-05
4.02947259057588e-05 2.30722061858477e-05 1.09559841348076e-05 4.22567482359572e-06 2.29581133638465e-06 5.38357830813639e-06 1.51692551097023e-05 1.29215889785148e-05 3.26194691508915e-05 4.31833040927605e-05 5.33285474163466e-05 3.95004445051026e-05
4.79014790200621e-05 2.71081411881579e-05 1.31710453784351e-05 5.00789852850415e-06 2.8208459719936e-06 7.02496035314253e-06 2.10365114900546e-05 1.90894167875476e-05 4.14989587673897e-05 5.10685379877966e-05 5.75898936521654e-05 4.63621725563551e-05
3.38656921864854e-05 1.77792408398425e-05 8.17375263853568e-06 2.85559262295448e-06 1.67460072043232e-06 4.12286254494163e-06 1.24944969907737e-05 1.04675000121566e-05 2.20234855805574e-05 3.18050810023411e-05 4.18970552600855e-05 3.31750844600539e-05
1.95522876231614e-05 1.17684206181306e-05 5.62955030653916e-06 2.23914980824734e-06 1.16186376720544e-06 2.91880191865438e-06 7.84049096888293e-06 6.39493514426613e-06 1.33289553018779e-05 1.79996575606898e-05 2.1463799670297e-05 1.87919194842729e-05
3.34164413078298e-05 1.6812293121847e-05 9.50194485758416e-06 3.75605902960969e-06 2.5856526351397e-06 5.42713751699272e-06 1.86413770715638e-05 1.59579859217222e-05 3.56241588538807e-05 4.38646305542179e-05 4.72642733237561e-05 3.93598572790471e-05
3.41359680505981e-05 1.88527729630972e-05 8.55402442581455e-06 3.05119039045914e-06 1.72047009591938e-06 4.083903754776e-06 1.23664111822288e-05 1.04685670277519e-05 2.23617532227607e-05 3.14074721951116e-05 4.11795718561389e-05 3.26611799974284e-05
4.85185898157235e-05 2.46942782295415e-05 1.06300482335286e-05 3.48218257495819e-06 1.98852232107487e-06 4.8622373380626e-06 1.5550470976791e-05 1.26603091973392e-05 3.10037150375492e-05 4.66365267977028e-05 6.15827705129882e-05 4.55620483370401e-05
1.40173660455212e-05 7.95591559102619e-06 3.57029973280234e-06 1.29616254483469e-06 7.65990642936445e-07 1.75551213774007e-06 4.60768249768394e-06 3.67654857386869e-06 8.48092974085301e-06 1.17985856120019e-05 1.58239393102908e-05 1.30020316297836e-05
3.31481051736017e-05 1.68457991305836e-05 7.74299769148658e-06 2.9209217177862e-06 1.68238624142357e-06 4.04612565859687e-06 1.21565230861966e-05 1.00082058717547e-05 2.8736662591683e-05 3.88964928964195e-05 4.95533782211764e-05 3.44124697354851e-05
3.13810929015301e-05 1.68336242086551e-05 7.21399817669149e-06 2.53059125912609e-06 1.20199049930281e-06 3.16301253251266e-06 8.12194598697289e-06 6.3763285573066e-06 1.54782597080925e-05 2.40095465106138e-05 3.40603940447925e-05 2.68322138894334e-05
2.6942277091195e-05 1.38203910808764e-05 5.60627427998502e-06 1.78572718929347e-06 8.82939258304142e-07 2.2807335107473e-06 6.21332623173739e-06 4.85894948030445e-06 1.29746766201803e-05 2.0900574042201e-05 3.08645733635875e-05 2.36883835652907e-05
3.87726730396456e-05 2.02871916600263e-05 8.46685154422243e-06 2.75663522439141e-06 1.45934574614557e-06 3.59207549147184e-06 1.05968035051438e-05 8.63970211352427e-06 2.08562993494614e-05 3.25451703786072e-05 4.5708382227567e-05 3.53263787487278e-05
3.45268695414929e-05 1.80992749475585e-05 7.45988058751535e-06 2.4776130362932e-06 1.25573834889126e-06 3.17148569718826e-06 9.1854159652056e-06 7.42260336996042e-06 2.01679545475771e-05 3.14424529592158e-05 4.56075624837414e-05 3.19861177234997e-05
5.84157446383507e-05 2.99311537022023e-05 1.42139960495748e-05 5.55853825506789e-06 3.39790112077105e-06 7.98768693209295e-06 2.65978660102582e-05 2.32118794941481e-05 6.04444209869563e-05 7.07995332631519e-05 7.26906204489953e-05 5.41006347086584e-05
4.95942781620947e-05 2.509763846036e-05 1.46615036425315e-05 5.47717028043037e-06 3.52048925984807e-06 8.0573264801907e-06 2.94884792791286e-05 2.52377773566828e-05 5.7460511528503e-05 6.74641554312503e-05 6.57165325884342e-05 4.57059064458503e-05
6.22131234498006e-05 3.26388763451266e-05 1.52230158250015e-05 5.69960012450507e-06 3.33958516761918e-06 7.86014828324527e-06 2.42748057339129e-05 2.04483378403409e-05 5.04375947129445e-05 6.43954707832976e-05 7.38396416523351e-05 5.61040475493256e-05
6.39079642502407e-05 3.30733419508483e-05 1.53381863286187e-05 5.51748280248806e-06 3.17352328101753e-06 7.68150253436259e-06 2.37317136736103e-05 2.02641074634674e-05 4.91624491297146e-05 6.4671488538595e-05 7.61983818610239e-05 5.52656848931353e-05
3.95309528669147e-05 2.14136859801373e-05 9.90619569232971e-06 3.64391601349444e-06 2.23987669861902e-06 5.30890913669876e-06 1.78624093901652e-05 1.58727619777101e-05 3.66330599792503e-05 4.49654823263706e-05 5.11131935975847e-05 3.94527422363153e-05
2.66144663578838e-05 1.43338535529346e-05 6.64725257354074e-06 2.28978537982221e-06 1.36051213556685e-06 3.48071724673736e-06 1.16084046609699e-05 9.47288517777925e-06 2.16674099750559e-05 2.96806986865319e-05 3.52372581924072e-05 2.82870461663942e-05
1.74259954666735e-05 9.64149660825085e-06 4.43977998168706e-06 1.62558829314049e-06 9.99529597799183e-07 2.43048538072718e-06 7.73899057466042e-06 6.31366634014297e-06 1.34384153433015e-05 1.85569248604359e-05 2.38221136778208e-05 1.88240673875614e-05
2.98543058759447e-05 1.79153671855811e-05 9.73463716581356e-06 3.94794696382669e-06 2.5044790563654e-06 5.699672843917e-06 1.85231892046114e-05 1.61374631164899e-05 3.26603362402239e-05 3.78425483104912e-05 3.85307806137808e-05 3.36704502178333e-05
2.23469594072765e-05 1.28176010641749e-05 5.92128287545519e-06 2.14972070760063e-06 1.21980593491972e-06 3.00291523221326e-06 9.32245161166791e-06 7.76741415756608e-06 1.67105737165288e-05 2.28081221831135e-05 2.95224748143931e-05 2.29446644109946e-05
5.34776144301585e-05 2.7311967648813e-05 1.22298107067825e-05 4.2506554364781e-06 2.34797888700762e-06 5.62955639980131e-06 1.72137403684044e-05 1.45058789331836e-05 3.6588593618817e-05 5.1184232931305e-05 6.46795049911009e-05 4.9338524582475e-05
4.0395398313054e-05 2.06783109648752e-05 9.56807668900777e-06 3.34916840627443e-06 1.8472418665393e-06 4.55199488087633e-06 1.33110546396034e-05 1.04517788842766e-05 2.52356945549118e-05 3.73073694618375e-05 4.90093396708108e-05 3.99443293525439e-05
2.80616492255526e-05 1.51058384256528e-05 6.97236183748979e-06 2.44289244736414e-06 1.46994166346041e-06 3.75713334618793e-06 1.20741930969187e-05 9.66426134322192e-06 2.30345397979216e-05 3.20765789534902e-05 3.75480651268783e-05 3.03050252707814e-05
4.70809614734215e-05 2.42061509189183e-05 1.06453345657491e-05 3.78937963129436e-06 2.0205051435192e-06 4.77482439484772e-06 1.4340922651865e-05 1.20666153673959e-05 3.46367898146679e-05 4.91058225302967e-05 6.27076979143884e-05 4.34518323595328e-05
2.95519084061695e-05 1.62272033569968e-05 7.61147138967461e-06 2.70819123006977e-06 1.48839556837139e-06 3.67399523019633e-06 9.84179524831988e-06 7.91542804687518e-06 1.7097749188666e-05 2.46397033480976e-05 3.25069427578527e-05 2.68874201968839e-05
2.9141340348001e-05 1.64340130804989e-05 7.77712648779832e-06 2.84264843223452e-06 1.61008589798663e-06 4.00639908795588e-06 1.29085106533931e-05 1.11275834099995e-05 2.31638263684941e-05 3.01964900339437e-05 3.6689428403918e-05 2.89808057226831e-05
2.17888011576915e-05 1.03100532896126e-05 4.21497391153897e-06 1.42123566521643e-06 8.927188876537e-07 2.27990777757263e-06 6.37073226059486e-06 4.936517830571e-06 1.29959921788337e-05 1.95428494766867e-05 2.73067024927761e-05 2.15790095307319e-05
1.55627508086155e-05 8.07750422364403e-06 4.29635688811177e-06 1.69259052645907e-06 1.17103100678843e-06 2.53895571862544e-06 7.48440816356922e-06 6.10743385322701e-06 1.17525068319739e-05 1.58349317138966e-05 1.90686077805797e-05 1.57316025652474e-05
4.5167190927315e-05 2.5524848640333e-05 1.38181545588494e-05 5.43305071796713e-06 3.24671305375799e-06 7.51437169805925e-06 2.25581483177571e-05 2.00189732266959e-05 4.02232513250338e-05 4.92312269301475e-05 5.43877023919292e-05 4.52719314388688e-05
2.87777698784486e-05 1.54039130916457e-05 6.84054221753854e-06 2.39679780567037e-06 1.25857396867114e-06 3.20631897699743e-06 9.31678304393841e-06 7.57237224998833e-06 1.78993215591003e-05 2.55731881916526e-05 3.49272166531715e-05 2.87152098123001e-05
3.44219898642726e-05 1.82402675464304e-05 7.63980262120121e-06 2.49295756715344e-06 1.20202126171735e-06 3.19901222935064e-06 9.178551688108e-06 7.35980133311822e-06 1.79985881383689e-05 2.80325499583283e-05 3.9693117131668e-05 3.0850567635995e-05
2.11686588017199e-05 9.49832622394229e-06 4.45871764647018e-06 1.665197017631e-06 1.12416801334897e-06 2.53814859502931e-06 8.13775274320871e-06 6.67911719376034e-06 1.41405183034369e-05 2.0602132803609e-05 2.77195935870395e-05 2.18387110407595e-05
2.31651539445988e-05 1.30665167725702e-05 6.56147011590526e-06 2.50963763540376e-06 1.59604521586406e-06 3.78746902826694e-06 1.28734347111702e-05 1.07242529618465e-05 2.10785390493422e-05 2.64789537337172e-05 2.97501480217921e-05 2.56069494976915e-05
5.41240914666274e-05 2.74309944111875e-05 1.21151230235936e-05 4.06973065298801e-06 2.45737396658676e-06 5.79897345634379e-06 1.86850218699147e-05 1.51194314197924e-05 3.65347052920309e-05 5.35900956457216e-05 6.96588804656759e-05 5.04624799773845e-05
2.16190525570294e-05 1.23586637894912e-05 7.93046001691971e-06 3.2565115375818e-06 2.3965928947502e-06 5.05953121705515e-06 1.89209818922067e-05 1.60986669093466e-05 3.01722397677349e-05 3.44966590384003e-05 3.37165280979372e-05 2.92057211764942e-05
3.75241689831216e-05 1.84181497089148e-05 7.53160618419328e-06 2.445370082439e-06 1.1716843709898e-06 3.09981437917365e-06 8.9239709263362e-06 6.99082491552279e-06 1.88824403603149e-05 3.00875220842099e-05 4.42253080731666e-05 3.35942981733859e-05
3.6489755266773e-05 1.97106729230698e-05 8.4099497143059e-06 2.81530834145186e-06 1.39633050128058e-06 3.67023733538084e-06 1.07037615418894e-05 9.01989352502195e-06 2.0888700404095e-05 3.08255221598353e-05 4.21403537180517e-05 3.24680772340021e-05
4.2794534992849e-05 2.16654285446122e-05 1.0268415706145e-05 3.7643355039193e-06 2.34923918198567e-06 5.39909601470295e-06 1.8112731385046e-05 1.49119964261698e-05 3.35686188668432e-05 4.70968826861853e-05 5.78879172975006e-05 4.43250823610679e-05
4.46919368940578e-05 2.31341823341096e-05 9.98927130224899e-06 3.45290850737582e-06 1.73688010994879e-06 4.3682707450938e-06 1.22172769242497e-05 1.0035573484576e-05 2.71930983846627e-05 4.07347883440056e-05 5.45037846617386e-05 4.01356625692736e-05
3.25316519598704e-05 1.7107673816126e-05 6.81604752572659e-06 2.15950285807006e-06 9.65280464491906e-07 2.66552400582229e-06 7.44250003011912e-06 5.85649555008984e-06 1.62527882834016e-05 2.64757950066501e-05 3.910031581893e-05 2.8755659056316e-05
1.82949642579939e-05 1.01633687713951e-05 4.82464244962634e-06 1.78386193420074e-06 1.10318064424997e-06 2.66643169564746e-06 9.34772279244591e-06 7.77099518799422e-06 1.70553451817169e-05 2.17920570561058e-05 2.51286301534887e-05 2.09317223857113e-05
6.15777775199682e-05 3.05991863555852e-05 1.46126606136935e-05 5.20397484193598e-06 3.22432186045641e-06 7.26143765224815e-06 2.36649322600186e-05 2.01980988900316e-05 4.90099815303165e-05 6.51426976552406e-05 7.63992809065906e-05 5.18977491320802e-05
5.07594478641779e-05 2.67664310408736e-05 1.20995054993529e-05 4.31250830517815e-06 2.51593232620911e-06 6.04824100987727e-06 2.01155342663332e-05 1.7855150028957e-05 4.22326066154748e-05 5.60042380302102e-05 6.43069520546463e-05 4.67900803250588e-05
4.47254051837712e-05 2.30702446726515e-05 9.56992420419242e-06 3.14938913774554e-06 1.75137297919657e-06 4.21749891072961e-06 1.35650850847413e-05 1.15791837440329e-05 3.13724506927764e-05 4.43772225001263e-05 5.67246745759217e-05 4.13864962481128e-05
2.87231095783953e-05 1.49517884626095e-05 6.93039910989182e-06 2.45101673491799e-06 1.55876363176542e-06 3.62488256058738e-06 1.207898272324e-05 9.66291671233941e-06 2.16444387780971e-05 3.03051548015744e-05 3.77449038203249e-05 3.05823191210366e-05
4.24099065322349e-05 2.33943794651094e-05 1.03098510468222e-05 3.51762668811614e-06 1.86309358362862e-06 4.74445781027231e-06 1.47043456262673e-05 1.30011828478506e-05 3.05453513801249e-05 4.08560175006928e-05 5.05003205638667e-05 3.94077833483241e-05
2.4478395256426e-05 1.19391378435512e-05 5.01392057798612e-06 1.76055267842264e-06 1.10130859445152e-06 2.54032962978472e-06 7.63907016097744e-06 6.03383643402877e-06 1.46447282542387e-05 2.10052051611475e-05 2.91301245907347e-05 2.3222236576928e-05
4.17683893661287e-05 2.06374752035223e-05 8.93651219187484e-06 3.0166826873972e-06 1.61314128411794e-06 4.0622051610763e-06 1.30863468010354e-05 1.10968832608437e-05 2.64500486817622e-05 3.95819381236408e-05 5.46707529846064e-05 4.03281846696291e-05
4.47116845719098e-05 2.30280500119915e-05 1.01648723449885e-05 3.33047342151855e-06 1.92685721267069e-06 4.90408485647783e-06 1.67001544255365e-05 1.41668608559091e-05 3.38780724811674e-05 4.83347472406876e-05 5.93385676192873e-05 4.33098970005977e-05
2.75065876883384e-05 1.50269006452728e-05 6.64592772192591e-06 2.37808607553613e-06 1.28756917343303e-06 3.23340922482071e-06 1.03141577699435e-05 8.52632227055005e-06 2.01555684899939e-05 2.77885619353866e-05 3.51484731369418e-05 2.71704151054244e-05
1.52321336942707e-05 7.73961976353774e-06 3.60859470358998e-06 1.32817454023008e-06 9.3790152393553e-07 2.09963518434627e-06 6.61176180065517e-06 5.27677951399957e-06 1.22979908019968e-05 1.63475024807821e-05 2.18165292648663e-05 1.78249959260236e-05
1.41701989561795e-05 7.94367553657656e-06 4.16052803534534e-06 1.65908159153245e-06 1.13967993790587e-06 2.61510614103312e-06 9.01710918750691e-06 7.49740172301984e-06 1.49205265986011e-05 1.860312258663e-05 2.16063916807154e-05 1.68964427700376e-05
3.60218330982114e-05 1.79161800866738e-05 8.16048899178212e-06 2.8295141942841e-06 1.67248822239078e-06 4.05883275247015e-06 1.29748815378151e-05 1.02657511314145e-05 2.48647693855855e-05 3.66287628137871e-05 4.76343338050328e-05 3.72426935791734e-05
2.72675711076532e-05 1.46000386638512e-05 6.56279899901662e-06 2.40249775856554e-06 1.40243111266348e-06 3.37366167804677e-06 1.1576153423764e-05 9.71114750836528e-06 2.29059169197205e-05 3.04068044376494e-05 3.66823564747184e-05 2.84815947812463e-05
3.0718760090877e-05 1.47802047075245e-05 6.08994200628484e-06 1.98898518402171e-06 1.01309058220107e-06 2.64954868271005e-06 8.14476641200027e-06 6.47509507642989e-06 1.768817212154e-05 2.7626042980268e-05 3.97588584689787e-05 2.99749301741723e-05
3.02459012655029e-05 1.55704623945158e-05 8.56840764603584e-06 3.61280525181998e-06 2.45129894027538e-06 5.27741831430727e-06 1.8985869360315e-05 1.68316959542581e-05 3.16011977926492e-05 3.51835779862904e-05 3.95001365189417e-05 3.20049825615241e-05
4.46403566830688e-05 2.32777319275487e-05 1.21002403789209e-05 4.37823291705585e-06 2.61255323440709e-06 6.21202268450096e-06 2.11259113373749e-05 1.89072671709537e-05 3.97249818065121e-05 5.05158847782511e-05 5.73812779266919e-05 4.41566746728247e-05
4.80928103458566e-05 2.57080443610499e-05 1.1326054280906e-05 3.99271862777537e-06 2.19469217995585e-06 5.32216957159608e-06 1.69841884117154e-05 1.49814473351491e-05 3.63781329760669e-05 4.88201445143277e-05 5.95989650747092e-05 4.41297281933872e-05
6.41144049373187e-05 3.44083825078578e-05 1.54175380124641e-05 5.58673236495834e-06 3.14040443520906e-06 7.70190693840222e-06 2.36137773639777e-05 2.02710039313704e-05 5.07155939198632e-05 6.50760004904388e-05 7.55052814114644e-05 5.78065331329524e-05
3.7903552260493e-05 2.02841861102833e-05 9.73038856912478e-06 3.5907009000235e-06 2.39862680393939e-06 5.39542984561446e-06 1.84674909793237e-05 1.65517809276898e-05 3.802892977893e-05 4.63326615176119e-05 5.10021434281613e-05 3.87716305596824e-05
3.47124003985167e-05 1.77528187699175e-05 8.006019424765e-06 2.75509070672979e-06 1.60232873668271e-06 4.00313571732233e-06 1.36151461476093e-05 1.15628290150482e-05 2.77113919405845e-05 3.86745218713198e-05 4.78140708607514e-05 3.541687612688e-05
2.26026549813273e-05 1.23242233755306e-05 5.81570178993168e-06 2.17066855936243e-06 1.2658626828075e-06 3.0315311666104e-06 9.31082591448176e-06 7.68643172147084e-06 1.6018023526542e-05 2.1769066285094e-05 2.83526532525163e-05 2.4209543238497e-05
2.55174496486896e-05 1.23168394654517e-05 5.05517237081991e-06 1.73777801509325e-06 9.67219054949802e-07 2.43412698972801e-06 7.66747513424346e-06 5.99280427331544e-06 1.67273223875847e-05 2.5488475645794e-05 3.65282189392282e-05 2.69306510456899e-05
1.2539799239101e-05 6.39640554431136e-06 2.6035651895051e-06 8.8523436773867e-07 5.27779065519273e-07 1.48870964632952e-06 4.52955252738008e-06 3.63872065610011e-06 9.26475708481922e-06 1.37905995119209e-05 1.77783024226573e-05 1.45244728595323e-05
2.97892228120669e-05 1.58149339382033e-05 7.55760535560546e-06 2.73875422726778e-06 1.6421096870066e-06 4.11774639719449e-06 1.41611127311955e-05 1.17864788068618e-05 2.586199739321e-05 3.39684503087706e-05 3.98396828866226e-05 3.13479230875661e-05
9.55473565929552e-06 5.82132213237164e-06 2.51708106249717e-06 8.92310618888442e-07 5.4980392407675e-07 1.43121282615949e-06 3.80153240544328e-06 2.98470340341297e-06 6.71144443570626e-06 9.13429256825905e-06 1.05059026248802e-05 9.83216634958032e-06
3.03671920089743e-05 1.48215427860161e-05 8.17802097155308e-06 3.16988183441312e-06 2.07542112651902e-06 4.44773137859013e-06 1.52857619271238e-05 1.32848036424777e-05 2.75200793120842e-05 3.80681057786388e-05 4.65831017520075e-05 3.39149861485245e-05
4.2657674874593e-05 2.46452730957448e-05 1.14502322427748e-05 4.16152931921424e-06 2.16457607431574e-06 5.29647316523296e-06 1.52778758592355e-05 1.36961010053497e-05 3.23717045525352e-05 4.43002005464288e-05 5.28007529306423e-05 3.94996794188386e-05
4.26696011165268e-05 2.24781152708742e-05 9.97691401854863e-06 3.51343062407624e-06 2.13805113465641e-06 4.9987902322094e-06 1.62285030469831e-05 1.41563367625684e-05 3.39282268856328e-05 4.51614457460539e-05 5.45187231688666e-05 4.07472002516392e-05
2.69660684811766e-05 1.50079286602727e-05 7.4973256975456e-06 2.78849866189683e-06 1.7751335521654e-06 4.39273380936087e-06 1.49484759855198e-05 1.25021459932212e-05 2.65034255925147e-05 3.39391090734001e-05 3.71628247567843e-05 3.05609808789949e-05
3.76579266976034e-05 2.11500265372742e-05 9.799877016549e-06 3.53993749003646e-06 2.08380186744399e-06 4.86934028721473e-06 1.54105745126729e-05 1.37029593020173e-05 2.87491803975107e-05 3.7639636132752e-05 4.56501712490472e-05 3.63149099830363e-05
3.94717352437519e-05 1.93292643670917e-05 1.22253993368863e-05 4.82970875428277e-06 3.14203257749063e-06 7.00293256405586e-06 2.59506519621239e-05 2.23075199484394e-05 5.02121335883498e-05 5.92047540436463e-05 5.86468897423172e-05 4.26904536953594e-05
2.56994236474916e-05 1.33734831752629e-05 6.16243792055833e-06 2.24335685613122e-06 1.3578159675363e-06 3.26091302930554e-06 1.10085045568361e-05 9.01484707527488e-06 1.98228126997983e-05 2.72320262021241e-05 3.39753410251034e-05 2.69524457754339e-05
2.20253890541871e-05 1.24763257263032e-05 5.84714099603595e-06 2.12388829274866e-06 1.3611690800428e-06 3.17007958047942e-06 1.11365229215805e-05 9.20010420863773e-06 2.09229393621913e-05 2.61565603476513e-05 2.89908014764266e-05 2.42621563666114e-05
5.3850081610587e-05 2.7700429496285e-05 1.18169571471787e-05 3.99554642117408e-06 2.31987547707343e-06 5.54674736326094e-06 1.78225219709669e-05 1.59039215571373e-05 4.28979277365371e-05 5.71225208550089e-05 6.77013200573413e-05 4.81946705004284e-05
1.79932062566194e-05 9.00565871643566e-06 4.41963062978558e-06 1.81887154078995e-06 1.23071465535664e-06 2.72642790725521e-06 8.45600971562142e-06 7.05078132263576e-06 1.32314344258008e-05 1.73870828681571e-05 2.18939845601765e-05 1.85985309711968e-05
2.07130663079847e-05 1.15798903966135e-05 6.4376953516193e-06 2.55981968233861e-06 1.61087254919533e-06 3.94386295206507e-06 1.1881828365485e-05 9.6642433623533e-06 1.99080677664102e-05 2.60410536893203e-05 2.84283090602204e-05 2.64389096519455e-05
2.61049703495645e-05 1.43775929814711e-05 7.65564159901803e-06 2.90453861235853e-06 2.00357897199747e-06 4.89600961158294e-06 1.90591086332527e-05 1.58392675637881e-05 3.58243712874477e-05 4.17685497606848e-05 4.08056256458136e-05 3.24546344782713e-05
3.62804323061368e-05 1.92393812132244e-05 7.71831123086878e-06 2.42435157689996e-06 1.07633213865375e-06 2.96373606296088e-06 8.3026178163069e-06 6.629228609036e-06 1.85484110591448e-05 2.99118791535957e-05 4.35419535600483e-05 3.13707728258721e-05
3.38253677252534e-05 1.7713739996873e-05 8.0712436442775e-06 2.77599370443898e-06 1.60765737615892e-06 4.01909520757905e-06 1.34071888733214e-05 1.11309120846222e-05 2.55578036482667e-05 3.53768126388544e-05 4.41486424989409e-05 3.42893989291828e-05
5.50151787013905e-05 2.97287518850296e-05 1.40639015863077e-05 5.04016780121286e-06 2.80644497861947e-06 6.67095333866101e-06 2.08773509609495e-05 1.79149670751685e-05 4.14649362758299e-05 5.65077866172604e-05 6.67902457715498e-05 5.11329554138056e-05
3.14814808483908e-05 1.61271985038755e-05 7.54176876979104e-06 2.69306277368805e-06 1.50584201797519e-06 3.72660679357582e-06 1.10642124203228e-05 8.83512999008162e-06 2.03190288626002e-05 2.95762097296637e-05 3.8282183661539e-05 3.16837455055376e-05
4.08109880519218e-05 2.30251226972992e-05 1.13132612393348e-05 4.30255290843773e-06 2.69460341793172e-06 6.32398867314666e-06 2.08937299074943e-05 1.87966018113133e-05 4.19946535633292e-05 4.91163938806064e-05 5.23662969182527e-05 4.21964262493932e-05
2.57714914846814e-05 1.3362287330984e-05 5.85682255040759e-06 1.98171756861974e-06 1.13687369897068e-06 2.85313029691041e-06 9.32786612225947e-06 7.53441274487775e-06 1.78766289365593e-05 2.57358937096329e-05 3.34104021564896e-05 2.60996109779987e-05
2.67471172924977e-05 1.38489455232398e-05 6.81873616017353e-06 2.5761107894566e-06 1.54530364733e-06 3.73890392799382e-06 1.18381661615474e-05 9.84504223855735e-06 1.95673215273489e-05 2.74807886684397e-05 3.60852968981089e-05 2.82492459738518e-05
3.23887078977263e-05 1.80138799597241e-05 8.89725418832897e-06 3.23973125144202e-06 1.94337945116756e-06 4.56822914216264e-06 1.32428430059071e-05 1.07651973703325e-05 2.18778378134139e-05 2.97793495059182e-05 3.68893242293929e-05 3.17583523542323e-05
3.32989649767172e-05 1.50325429979044e-05 7.82373719965697e-06 3.06758469543816e-06 1.99325197352991e-06 4.30245870762987e-06 1.44412603627336e-05 1.2272094056086e-05 2.80490059110878e-05 3.82598367555569e-05 4.84427443573362e-05 3.54880088097311e-05
3.81949900024971e-05 1.97303290321978e-05 8.12935793851135e-06 2.61559525942775e-06 1.26949545411176e-06 3.28968001980734e-06 8.78482795685184e-06 6.79124671485485e-06 1.79361320814123e-05 2.88635660063891e-05 4.24368800423906e-05 3.25633915714775e-05
1.76245283014175e-05 9.99955829414719e-06 4.9921484853286e-06 1.9147989273386e-06 1.21644633741246e-06 3.0154232262792e-06 9.94418913353355e-06 8.13120818106313e-06 1.64527860755898e-05 2.11625331107269e-05 2.35445964739804e-05 2.03638309877853e-05
2.8706190905374e-05 1.44432477240324e-05 6.36214532642434e-06 2.23606767619743e-06 1.28456104253482e-06 3.08105675586178e-06 8.89995849185784e-06 7.12045544658523e-06 1.74403349502727e-05 2.65950445841403e-05 3.78313892031933e-05 2.9233593179223e-05
2.25386662025687e-05 1.32688585108392e-05 6.32726207814084e-06 2.34485451133481e-06 1.38166147540372e-06 3.2975292967622e-06 1.03335246886803e-05 8.66941515972268e-06 1.69993558757177e-05 2.15665004165417e-05 2.5825305774377e-05 2.15605336086199e-05
2.30552942449133e-05 1.10765606249617e-05 4.66623099577788e-06 1.69755477052362e-06 1.01894072186186e-06 2.36175834438618e-06 6.99125004356898e-06 5.58717642405285e-06 1.34371157640011e-05 1.9681294673282e-05 2.75095449854175e-05 2.17204089733766e-05
2.39980300269929e-05 1.20306527491491e-05 5.37739707203485e-06 1.90975472666115e-06 1.08652568955467e-06 2.72270114829948e-06 8.57907518411396e-06 6.9954038470308e-06 1.76916588666797e-05 2.57798575917815e-05 3.67206307144841e-05 2.64496420275198e-05
3.15610940276571e-05 1.8582445022772e-05 9.93150197845667e-06 3.64188998378677e-06 2.19814006859159e-06 4.98359812861029e-06 1.59827265360063e-05 1.34838739681603e-05 2.75880691800877e-05 3.47569099564954e-05 3.85168974582341e-05 3.24130301750122e-05
4.14949776935438e-05 2.18718989788814e-05 9.11088424866308e-06 2.973311341465e-06 1.52323177274526e-06 3.91190248580326e-06 1.1223612534384e-05 9.13830347178816e-06 2.27884567163601e-05 3.57184644156386e-05 5.11421420911532e-05 3.77444267028665e-05
1.6798165786881e-05 8.88183505443293e-06 3.91060751180007e-06 1.38728637201607e-06 8.08090373124116e-07 1.95650493786675e-06 5.73521404568671e-06 4.58132394077532e-06 1.0887619917303e-05 1.54335758394378e-05 2.0839553504253e-05 1.71274519294952e-05
2.24883492505048e-05 1.26329217556497e-05 7.50226432138023e-06 2.96679253476611e-06 2.0010447353207e-06 4.26773653258769e-06 1.51983396865072e-05 1.26004649658597e-05 2.42124517927116e-05 2.96376344519552e-05 3.1281058279701e-05 2.76747052293233e-05
4.01601276002172e-05 2.05463901996195e-05 8.52967196605908e-06 2.75869037789853e-06 1.34945347193154e-06 3.54885868104667e-06 9.90014939198551e-06 7.68907584702919e-06 1.97943669089449e-05 3.14200151742706e-05 4.5194883647227e-05 3.52020076942598e-05
4.29462797231645e-05 2.19748488715029e-05 9.38377696573788e-06 3.28143772048379e-06 1.72286666922876e-06 4.36209280673402e-06 1.33789797012617e-05 1.10122909346746e-05 3.32879702875581e-05 4.7196355559838e-05 5.87246039996079e-05 4.05187443715951e-05
